disease_korean_title,symptoms,okt_symptoms,disease_label
GNAO1 뇌병증, 지적 장애,지적 장애,135
GNAO1 뇌병증, 근긴장 이상증,근 긴장 이상 증,135
GNAO1 뇌병증, 운동이상증,운동 이상 증,135
GNAO1 뇌병증, 무도증,무도 증,135
GNAO1 뇌병증, 뇌위축,뇌 위축,135
X-연관 세포사멸사 억제인자 결핍,반복적인 발열,반복 적 발열,159
X-연관 세포사멸사 억제인자 결핍, 피부발진,피부 발진,159
X-연관 세포사멸사 억제인자 결핍, 혈구 감소,혈구 감소,159
X-연관 세포사멸사 억제인자 결핍, 비장 종대,비장 종대,159
X-연관 세포사멸사 억제인자 결핍, 복통,복통,159
X-연관 세포사멸사 억제인자 결핍, 설사,설사,159
면역글로블린 G4 관련 질환,눈물샘,눈물샘,412
면역글로블린 G4 관련 질환, 침샘의 부종 및 분비 장애,침샘 부종 및 분비 장애,412
면역글로블린 G4 관련 질환, 췌장염,췌장염,412
면역글로블린 G4 관련 질환, 갑상선 기능 저하증,갑상선 기능 저하 증,412
모낭성비늘증-탈모증-눈부심 증후군,과각화성 모낭성 구진,과 각 화성 모 낭성 구진,413
모낭성비늘증-탈모증-눈부심 증후군, 미세한 인설과 경미한 홍반,미세하다 인설 경미하다 홍반,413
모낭성비늘증-탈모증-눈부심 증후군, 탈모증,탈모증,413
모낭성비늘증-탈모증-눈부심 증후군, 광공포증이특징적인 임상 증상이며,광 공포증 특징 적 임 상 증상,413
모낭성비늘증-탈모증-눈부심 증후군, 정신지체,정신지체,413
모낭성비늘증-탈모증-눈부심 증후군, 저신장,저 신장,413
모낭성비늘증-탈모증-눈부심 증후군, 골격변형,골격 변형,413
모낭성비늘증-탈모증-눈부심 증후군, 신장 이형성증/형성저하증,신장 이형성 증 형성 저하 증,413
모낭성비늘증-탈모증-눈부심 증후군, 서혜부 탈장 등 전신적 증상 동반될 수 있음,서혜부 탈장 등 전신 적 증상 동반 되다 수 있다,413
윤활막염-여드름-농포증-골염 증후군,만성적인 농포성 피부병변 (주로 손바닥과 발바닥),만 성적 농포 성 피부 병변 주로 손바닥 발바닥,746
윤활막염-여드름-농포증-골염 증후군, 여드름,여드름,746
윤활막염-여드름-농포증-골염 증후군, 윤활막염과 골염 같은 골격계 이상이 동반됨.,윤활 막염 골염 같다 골격계 이상 동반 되다,746
말단이골증,비정상적으로 짧고 이상하게 형성된 손과 발의 뼈,비정상 적 짧다 이상하다 형성 되다 손 발의 뼈,395
말단이골증, 코의 저형성,코 저 형성,395
말단이골증, 정신지체,정신지체,395
선천성 당화장애,발달 지연,발달 지연,547
선천성 당화장애, 성장 부전,성장 부전,547
선천성 당화장애, 간경변,간경변,547
선천성 당화장애, 혈전증,혈전 증,547
선천성 당화장애, 다기관 기능 부전,다기 관 기능 부전,547
전신성 모세혈관 누출 증후군,급성기시 피로감,급성 기다 피로 감,770
전신성 모세혈관 누출 증후군, 복통,복통,770
전신성 모세혈관 누출 증후군, 오심,오심,770
전신성 모세혈관 누출 증후군, 두통,두통,770
전신성 모세혈관 누출 증후군, 사지부종,사지 부종,770
전신성 모세혈관 누출 증후군, 저혈압 심한 갈증,저혈압 심하다 갈증,770
전신성 모세혈관 누출 증후군, 급격한 체중증가,급격하다 체중 증가,770
특발성 흉막실질 탄력섬유증,반복적인 감염,반복 적 감염,886
특발성 흉막실질 탄력섬유증, 숨참,숨 차다,886
특발성 흉막실질 탄력섬유증, 마른기침,마르다 기침,886
특발성 흉막실질 탄력섬유증, 기흉,기흉,886
라만 증후군[태튼-브라운-라만 증후군],과도성장,과도 성장,345
라만 증후군[태튼-브라운-라만 증후군], 대두증,대두 증,345
라만 증후군[태튼-브라운-라만 증후군], 지적장애,지적장애,345
라만 증후군[태튼-브라운-라만 증후군], 독특한 안면형태,독특하다 안면 형태,345
라만 증후군[태튼-브라운-라만 증후군], 자폐스펙트럼장애,자폐 스펙트럼 장애,345
라만 증후군[태튼-브라운-라만 증후군], 사시,사시,345
미세증후군 [와버그 미세증후군],소두증,소 두 증,436
미세증후군 [와버그 미세증후군], 소각막증,소 각막 증,436
미세증후군 [와버그 미세증후군], 선천성백내장,선천성 백내장,436
미세증후군 [와버그 미세증후군], 정신지체,정신지체,436
미세증후군 [와버그 미세증후군], 시신경위축,시신경 위축,436
"털손발톱치아형성이상 1,3형",손가락 또는 발가락 골단의 비정상적인 모양,손가락 또는 발가락 골단 비정상 적 모양,877
"털손발톱치아형성이상 1,3형", 손톱과 발톱의 비정상적인 형성,손톱 발톱 비정상 적 형성,877
"털손발톱치아형성이상 1,3형", 고관절 이형성증,고 관절 이형성 증,877
"털손발톱치아형성이상 1,3형", 아동기의 관절의 과운동성,아동기 관절 과 운동 성,877
"털손발톱치아형성이상 1,3형", 특징적인 외모 (두꺼운 눈썹,특징 적 외모 두껍다 눈썹,877
"털손발톱치아형성이상 1,3형", 끝이 둥근 넓은 코,끝 둥글다 넓다 코,877
"털손발톱치아형성이상 1,3형", 길고 매끄러운 인중,길다 매끄럽다 인중,877
"털손발톱치아형성이상 1,3형", 얇은 윗입술,얇다 윗입술,877
"털손발톱치아형성이상 1,3형", 수가 적거나 많은 작은 치아,수가 적다 많다 작다 치아,877
"털손발톱치아형성이상 1,3형", 숱이 적은 머리카락),숱 적다 머리카락,877
"털손발톱치아형성이상 1,3형", 다한증,다한증,877
"털손발톱치아형성이상 1,3형", 작은 키,작다 키,877
가족성 흉부 대동맥동맥류 및 박리,가장 흔한 증상은 흉통이나 호흡곤란이지만,가장 흔하다 증상 흉통 호흡 곤란,178
가족성 흉부 대동맥동맥류 및 박리, 무증상 상태에서 우연히 영상검사에서 발견되는 경우도 많습니다. 원인 유전자가 다양하므로 변이 유전자에 따라 다양한 동반 증상이 나타날 수 있습니다.,무증상 상태 우연히 영상 검사 발견 되다 경우 많다 원인 유전자 다양하다 변 유전자 따르다 다양하다 동반 증상 나타나다 수 있다,178
갈로웨이-모왓 증후군,신경 퇴행증상으로 전반적 발달지연,신경 퇴행 증상 전반 적 발달 지연,184
갈로웨이-모왓 증후군, 중증의 지적장애가 발생할 수 있고,중증 지적장애 발생 하다 수 있다,184
갈로웨이-모왓 증후군, 뇌전증,뇌전증,184
갈로웨이-모왓 증후군, 근긴장저하,근 긴장 저하,184
갈로웨이-모왓 증후군, 보행장애,보행 장애,184
갈로웨이-모왓 증후군, 강직,강직,184
갈로웨이-모왓 증후군, 근긴장이상 등이 동반될 수 있습니다. 신증후군이 동반되며,근 긴장 이상 등 동반 되다 수 있다 신 증후군 동반 되다,184
갈로웨이-모왓 증후군, 단백뇨만 있는 경우부터 급격히 말기신부전으로 진행하는 경우까지 다양한 중증도를 보입니다. 시신경 위축,단백뇨 있다 경우 급격하다 말기 신부전 진행 하다 경우 다양하다 중 증도 보이다 시신경 위축,184
갈로웨이-모왓 증후군, 안구진탕,안구진탕,184
갈로웨이-모왓 증후군, 사시와 같은 안과적 이상이 동반될 수 있습니다.,사시 같다 안과 적 이상 동반 되다 수 있다,184
뇌-폐-갑상선 증후군,갑상선기능저하,갑상선 기능 저하,273
뇌-폐-갑상선 증후군, 호흡곤란,호흡 곤란,273
뇌-폐-갑상선 증후군, 반복되는 호흡기계감염,반복 되다 호흡기 계 감염,273
뇌-폐-갑상선 증후군, 무도증,무도 증,273
뇌-폐-갑상선 증후군, 운동이상,운동 이상,273
대결절성 부신증식증,쿠싱증후군 증상(비만,쿠싱 증후군 증상 비만,310
대결절성 부신증식증, 둥근얼굴,둥글다 얼굴,310
대결절성 부신증식증, 고혈압,고혈압,310
대결절성 부신증식증, 고혈당,고 혈당,310
대결절성 부신증식증, 골다공증,골다공증,310
대결절성 부신증식증, 과혈증,과혈증,310
대결절성 부신증식증, 근력약화 등),근력 약화 등,310
대뇌-안구-치아-귀-골격 이상 증후군 [CODAS 증후군],대뇌(지능장애),대뇌 지능 장애,312
대뇌-안구-치아-귀-골격 이상 증후군 [CODAS 증후군], 눈(백내장 조기 발현),눈 백내장 조기 발현,312
대뇌-안구-치아-귀-골격 이상 증후군 [CODAS 증후군], 치아(치아 맹출 지연),치아 치아 맹출 지연,312
대뇌-안구-치아-귀-골격 이상 증후군 [CODAS 증후군], 귀(외이 기형),귀 외다 기형,312
대뇌-안구-치아-귀-골격 이상 증후군 [CODAS 증후군], 골격계의 이상(이형성증),골격계 이상 이형성 증,312
마이어 증후군,저신장,저 신장,384
마이어 증후군, 뚜렷한 안면 기형,뚜렷하다 안면 기형,384
마이어 증후군, 단지증,단지증,384
마이어 증후군, 뻣뻣하고 두꺼운 피부,뻣뻣하다 두껍다 피부,384
마이어 증후군, 근육가성비대,근육 가성 비대,384
마이어 증후군, 제한된 관절 운동성,제한 되다 관절 운동 성,384
마이어 증후군, 청력소실,청력 소실,384
마이어 증후군, 다양한 정도의 지적 장애,다양하다 정도 지적 장애,384
마이어 증후군, 심혈관질환,심 혈관 질환,384
마이어 증후군, 만성폐질환,만 성 폐 질환,384
선조성골병증-두개경화증,거대두개골과 특징적인 얼굴 표현형,거대 두개골 특징 적 얼굴 표현형,534
선조성골병증-두개경화증, 두개골 및 장골 경화증,두개골 및 장골 경 화증,534
"선천성 신증후군, 핀란드형",출생 직후 단백뇨,출생 직후 단백뇨,563
"선천성 신증후군, 핀란드형", 저알부민혈증,저 알부민 혈증,563
"선천성 신증후군, 핀란드형", 복부팽창 및 부종,복부 팽창 및 부종,563
심장척추 카포얼굴 증후군,성장지연,성 장지연,640
심장척추 카포얼굴 증후군, 기형적인 얼굴특징,기형 적 얼굴 특징,640
심장척추 카포얼굴 증후군, 수근-족근의 뼈유합,수근 족 근 의 뼈유합,640
심장척추 카포얼굴 증후군, 판막이형성증을 동반한 심중격 결손,판막 이형성 증 동반 심중 격 결손,640
심장척추 카포얼굴 증후군, 내이기형을 동반한 난청,내 이기형 동반 난청,640
아르볼레다-탐 증후군[KAT6A 증후군],전반적 발달지연과 지적장애,전반 적 발달 지연 지적장애,647
아르볼레다-탐 증후군[KAT6A 증후군], 심방 또는 심실중격결손을 포함한 심장 기형,심방 또는 심실 중 격 결손 포함 심장 기형,647
아르볼레다-탐 증후군[KAT6A 증후군], 특징적인 얼굴 기형,특징 적 얼굴 기형,647
아르볼레다-탐 증후군[KAT6A 증후군], 소두증,소 두 증,647
아르볼레다-탐 증후군[KAT6A 증후군], 두개골조기유합증,두개골 조 기유 합증,647
아르볼레다-탐 증후군[KAT6A 증후군], 사시,사시,647
워버그-시노티 증후군,주 증상: 각막혈관신생,주 증상 각막 혈관 신생,719
워버그-시노티 증후군, 결막붙음증,결막 붙다 증,719
워버그-시노티 증후군, 관절구축부 증상: 말단골용해증,관절 구축 부 증상 말 단골 용해 증,719
워버그-시노티 증후군, 켈로이드증,켈 이드 증,719
일차성 색소성 결절성 부신피질 질환,주 증상: 쉽게 멍이 듦,주 증상 쉬다 멍 들다,754
일차성 색소성 결절성 부신피질 질환, 안면 다혈증,안면 다 혈증,754
일차성 색소성 결절성 부신피질 질환, 근위부 근육병,근 위부 근육 병,754
일차성 색소성 결절성 부신피질 질환, 자색 선조부 증상: 체중 증가,자색 선조 부 증상 체중 증가,754
일차성 색소성 결절성 부신피질 질환, 중심성 비만,중심성 비만,754
일차성 색소성 결절성 부신피질 질환, 둥근 얼굴,둥글다 얼굴,754
일차성 색소성 결절성 부신피질 질환, 목 뒤 지방덩이,목 뒤 지방 덩이,754
일차성 색소성 결절성 부신피질 질환, 여드름,여드름,754
일차성 색소성 결절성 부신피질 질환, 남성형 다모증,남성 형 다모 증,754
일차성 색소성 결절성 부신피질 질환, 무력증,무력 증,754
일차성 색소성 결절성 부신피질 질환, 작은 키,작다 키,754
일차성 색소성 결절성 부신피질 질환, 심한 근육/피부 소모,심하다 근육 피부 소모,754
종양 괴사 인자 수용체와 관련된 주기성 증후군,주기적 발열,주 기적 발열,792
종양 괴사 인자 수용체와 관련된 주기성 증후군, 근육통,근육통,792
종양 괴사 인자 수용체와 관련된 주기성 증후군, 관절통,관절통,792
종양 괴사 인자 수용체와 관련된 주기성 증후군, 안구 내 염증,안구 내 염증,792
종양 괴사 인자 수용체와 관련된 주기성 증후군, 복통,복통,792
종양 괴사 인자 수용체와 관련된 주기성 증후군, 피부 발진,피부 발진,792
촙스 증후군,지적 장애,지적 장애,825
촙스 증후군, 발달 지연,발달 지연,825
촙스 증후군, 저신장,저 신장,825
촙스 증후군, 비만,비만,825
촙스 증후군, 안면기형,안면 기형,825
촙스 증후군, 심혈관계 기형,심혈관계 기형,825
촙스 증후군, 근골격계 기형,근 골격계 기형,825
특발성 비특이성 간질성 폐렴,서서히 진행하는 기침과 호흡곤란 (수개월),서서히 진행 하다 기침 호흡 곤란 수 개월,883
피어슨 증후군[Pierson syndrome],소동공증,소동 공증,934
피어슨 증후군[Pierson syndrome], 홍채 저형성증,홍채 저 형성 증,934
피어슨 증후군[Pierson syndrome], 녹내장,녹내장,934
피어슨 증후군[Pierson syndrome], 백내장,백내장,934
피어슨 증후군[Pierson syndrome], 실명 등을 포함한 안구 증상,실명 등 포함 안구 증상,934
피어슨 증후군[Pierson syndrome], 심한 단백뇨,심하다 단백뇨,934
피어슨 증후군[Pierson syndrome], 신부전,신부전,934
피어슨 증후군[Pierson syndrome], 발달 지연,발달 지연,934
피어슨 증후군[Pierson syndrome], 근육 저긴장증,근육 저 긴장 증,934
