_id,disease_korean_title,related_diseases,diseases_symptoms,cause_diseases
65dc4886da45daab46acd5ac,"13삼염색체증, 감수분열비분리","13삼염색체증, 감수분열비분리\n(Trisomy 13, meiotic nondisjunction)\n13삼염색체증, 섞임증형(유사분열비분리)\n(Trisomy 13, mosaicism(mitotic nondisjunction))\n13삼염색체증, 전위\n(Trisomy 13, translocation)\n완전형 13번 삼염색체\n(Chromosome 13, Trisomy 13 Complete)\n13번 완전삼염색체 증후군\n(Complete Trisomy 13 Syndrome)\nD 삼염색체 증후군\n(D Trisomy Syndrome)\n파타우 증후군\n(Patau Syndrome)","발달 지연, 정신 지체, 구순열, 구개열, 잠복고환증, 손가락과 발가락 기형, 머리와 얼굴의 기형(소하악증, 소두증, 전전뇌증), 소안구증. 홍채결손, 망막이형성증, 내안각주름, 수두증, 통앞뇌증, 척수막탈출증, 동맥관열림증, 우심증, 말굽콩팥, 골격 이상",13번 염색체의 이상(13번 염색체 3개 존재)
65dc4889da45daab46acd5ae,"13삼염색체증, 감수분열비분리","13삼염색체증, 감수분열비분리\n(Trisomy 13, meiotic nondisjunction)\n13삼염색체증, 섞임증형(유사분열비분리)\n(Trisomy 13, mosaicism(mitotic nondisjunction))\n13삼염색체증, 전위\n(Trisomy 13, translocation)\n완전형 13번 삼염색체\n(Chromosome 13, Trisomy 13 Complete)\n13번 완전삼염색체 증후군\n(Complete Trisomy 13 Syndrome)\nD 삼염색체 증후군\n(D Trisomy Syndrome)\n파타우 증후군\n(Patau Syndrome)","발달 지연, 정신 지체, 구순열, 구개열, 잠복고환증, 손가락과 발가락 기형, 머리와 얼굴의 기형(소하악증, 소두증, 전전뇌증), 소안구증. 홍채결손, 망막이형성증, 내안각주름, 수두증, 통앞뇌증, 척수막탈출증, 동맥관열림증, 우심증, 말굽콩팥, 골격 이상",13번 염색체의 이상(13번 염색체 3개 존재)
65dc488bda45daab46acd5b0,"13삼염색체증, 감수분열비분리","13삼염색체증, 감수분열비분리\n(Trisomy 13, meiotic nondisjunction)\n13삼염색체증, 섞임증형(유사분열비분리)\n(Trisomy 13, mosaicism(mitotic nondisjunction))\n13삼염색체증, 전위\n(Trisomy 13, translocation)\n완전형 13번 삼염색체\n(Chromosome 13, Trisomy 13 Complete)\n13번 완전삼염색체 증후군\n(Complete Trisomy 13 Syndrome)\nD 삼염색체 증후군\n(D Trisomy Syndrome)\n파타우 증후군\n(Patau Syndrome)","발달 지연, 정신 지체, 구순열, 구개열, 잠복고환증, 손가락과 발가락 기형, 머리와 얼굴의 기형(소하악증, 소두증, 전전뇌증), 소안구증. 홍채결손, 망막이형성증, 내안각주름, 수두증, 통앞뇌증, 척수막탈출증, 동맥관열림증, 우심증, 말굽콩팥, 골격 이상",13번 염색체의 이상(13번 염색체 3개 존재)
65dc488eda45daab46acd5b2,"13삼염색체증, 감수분열비분리","13삼염색체증, 감수분열비분리\n(Trisomy 13, meiotic nondisjunction)\n13삼염색체증, 섞임증형(유사분열비분리)\n(Trisomy 13, mosaicism(mitotic nondisjunction))\n13삼염색체증, 전위\n(Trisomy 13, translocation)\n완전형 13번 삼염색체\n(Chromosome 13, Trisomy 13 Complete)\n13번 완전삼염색체 증후군\n(Complete Trisomy 13 Syndrome)\nD 삼염색체 증후군\n(D Trisomy Syndrome)\n파타우 증후군\n(Patau Syndrome)","발달 지연, 정신 지체, 구순열, 구개열, 잠복고환증, 손가락과 발가락 기형, 머리와 얼굴의 기형(소하악증, 소두증, 전전뇌증), 소안구증. 홍채결손, 망막이형성증, 내안각주름, 수두증, 통앞뇌증, 척수막탈출증, 동맥관열림증, 우심증, 말굽콩팥, 골격 이상",13번 염색체의 이상(13번 염색체 3개 존재)
65dc4890da45daab46acd5b4,"18삼염색체증, 감수분열비분리","에드워즈 증후군 또는 에드워드 증후군\n(Edwards’ syndrome)\n염색체 18번, 삼염색체증\n(Chromosome 18, Trisomy Complete)\n완전 18번 삼염색체증\n(Complete Trisomy 18 SyndromeTrisomy 18, meiotic nondisjunction)\n18삼염색체증, 감수분열비분리\n(Trisomy 18, mosaicism (mitotic nondisjunction))\n18삼염색체증, 섞임증형(유사분열비분리)\n(Trisomy 18, translocation)\n18삼염색체증, 전위\n(Trisomy E Syndrome)\n삼염색체 E 증후군","소두증, 양안격리증(두눈먼거리증), 작은턱증, 눈까풀 틈새, 안검하수증, 백내장, 홍채결손, 안구진탕증, 사시, 소구증(작은 입), 구순열, 구개열, 귀의 기형, 다지증, 합지증, 흔들의자 바닥 모양의 발, 내반첨족, 잠복고환증, 두갈래음낭, 요도하열, 선천성 심장 결손, 동맥관열림증, 관절경축, 척추이분증, 청력손실, 아래팔의 요골 무형성증, 폐동맥 협착증(Pulmonary artery stenosis), 대동맥 협착증(Aortic coarctation), 다낭신장, 말굽모양 콩팥, 물콩팥증, 탈장, 척수막탈출증, 지적장애, 인지장애, 언어 및 운동 발달 장애",18번 염색체의 전부 또는 중요한 부분이 3개가 존재
65dc4893da45daab46acd5b6,"18삼염색체증, 감수분열비분리","에드워즈 증후군 또는 에드워드 증후군\n(Edwards’ syndrome)\n염색체 18번, 삼염색체증\n(Chromosome 18, Trisomy Complete)\n완전 18번 삼염색체증\n(Complete Trisomy 18 SyndromeTrisomy 18, meiotic nondisjunction)\n18삼염색체증, 감수분열비분리\n(Trisomy 18, mosaicism (mitotic nondisjunction))\n18삼염색체증, 섞임증형(유사분열비분리)\n(Trisomy 18, translocation)\n18삼염색체증, 전위\n(Trisomy E Syndrome)\n삼염색체 E 증후군","소두증, 양안격리증(두눈먼거리증), 작은턱증, 눈까풀 틈새, 안검하수증, 백내장, 홍채결손, 안구진탕증, 사시, 소구증(작은 입), 구순열, 구개열, 귀의 기형, 다지증, 합지증, 흔들의자 바닥 모양의 발, 내반첨족, 잠복고환증, 두갈래음낭, 요도하열, 선천성 심장 결손, 동맥관열림증, 관절경축, 척추이분증, 청력손실, 아래팔의 요골 무형성증, 폐동맥 협착증(Pulmonary artery stenosis), 대동맥 협착증(Aortic coarctation), 다낭신장, 말굽모양 콩팥, 물콩팥증, 탈장, 척수막탈출증, 지적장애, 인지장애, 언어 및 운동 발달 장애",18번 염색체의 전부 또는 중요한 부분이 3개가 존재
65dc4895da45daab46acd5b8,"18삼염색체증, 감수분열비분리","에드워즈 증후군 또는 에드워드 증후군\n(Edwards’ syndrome)\n염색체 18번, 삼염색체증\n(Chromosome 18, Trisomy Complete)\n완전 18번 삼염색체증\n(Complete Trisomy 18 SyndromeTrisomy 18, meiotic nondisjunction)\n18삼염색체증, 감수분열비분리\n(Trisomy 18, mosaicism (mitotic nondisjunction))\n18삼염색체증, 섞임증형(유사분열비분리)\n(Trisomy 18, translocation)\n18삼염색체증, 전위\n(Trisomy E Syndrome)\n삼염색체 E 증후군","소두증, 양안격리증(두눈먼거리증), 작은턱증, 눈까풀 틈새, 안검하수증, 백내장, 홍채결손, 안구진탕증, 사시, 소구증(작은 입), 구순열, 구개열, 귀의 기형, 다지증, 합지증, 흔들의자 바닥 모양의 발, 내반첨족, 잠복고환증, 두갈래음낭, 요도하열, 선천성 심장 결손, 동맥관열림증, 관절경축, 척추이분증, 청력손실, 아래팔의 요골 무형성증, 폐동맥 협착증(Pulmonary artery stenosis), 대동맥 협착증(Aortic coarctation), 다낭신장, 말굽모양 콩팥, 물콩팥증, 탈장, 척수막탈출증, 지적장애, 인지장애, 언어 및 운동 발달 장애",18번 염색체의 전부 또는 중요한 부분이 3개가 존재
65dc4898da45daab46acd5ba,21삼염색체증 NOS,"다운증후군\n(Down’s syndrome)\n21삼염색체증,전위\n(Trisomy 21, translocation)\n21삼염색체증,섞임증형(유사분열비분리)\n(Trisomy 21, mosaicism (mitotic nondisjunction))\n21삼염색체증,감수분열 비분리\n(Trisomy 21, meiotic nondisjunction))\n21세염색체증후군","특이한 외모, 지능저하, 심장의 선천성 기형 등","염색체 이상 질환, 21번 염색체의 중복"
65dc489cda45daab46acd5bc,21삼염색체증 NOS,"다운증후군\n(Down’s syndrome)\n21삼염색체증,전위\n(Trisomy 21, translocation)\n21삼염색체증,섞임증형(유사분열비분리)\n(Trisomy 21, mosaicism (mitotic nondisjunction))\n21삼염색체증,감수분열 비분리\n(Trisomy 21, meiotic nondisjunction))\n21세염색체증후군","특이한 외모, 지능저하, 심장의 선천성 기형 등","염색체 이상 질환, 21번 염색체의 중복"
65dc489fda45daab46acd5be,"21삼염색체증, 섞임증형(유사분열비분리)","다운증후군\n(Down’s syndrome)\n21삼염색체증,전위\n(Trisomy 21, translocation)\n21삼염색체증,섞임증형(유사분열비분리)\n(Trisomy 21, mosaicism (mitotic nondisjunction))\n21삼염색체증,감수분열 비분리\n(Trisomy 21, meiotic nondisjunction))\n21세염색체증후군","특이한 외모, 지능저하, 심장의 선천성 기형 등","염색체 이상 질환, 21번 염색체의 중복"
65dc48a1da45daab46acd5c0,21삼염색체증 NOS,"다운증후군\n(Down’s syndrome)\n21삼염색체증,전위\n(Trisomy 21, translocation)\n21삼염색체증,섞임증형(유사분열비분리)\n(Trisomy 21, mosaicism (mitotic nondisjunction))\n21삼염색체증,감수분열 비분리\n(Trisomy 21, meiotic nondisjunction))\n21세염색체증후군","특이한 외모, 지능저하, 심장의 선천성 기형 등","염색체 이상 질환, 21번 염색체의 중복"
65dc48a4da45daab46acd5c2,로렌스-문(-바르데)-비들 증후군,비들-바르데 증후군\n(Biedl-Bardet syndrome)\n알스트롬증후군\n(Alstrom syndrome)\n로렌스-문 증후군\n(Laurnece-Moon syndrome)\n로렌스-문-바르데-비들 증후군\n(Laurnece-Moon-Bardet-Biedl syndrome)\nMcKusick-Kaufman 증후군\n(McKusick-Kaufman syndrome),"망막의 색소성 변성, 다지증, 비만, 학습장애, 고환과 난소 기능의 저하","상염색체열성유전 , BBS 유전자 돌연변이"
65dc48a7da45daab46acd5c4,알스트롬 증후군,ALMS(Alstrom syndrome)\nAlstrom-Halgren Syndrome,"시력과 청력의 장애, 유년기의 비만, 당뇨 그리고 서서히 진행되는 신장 기능 장애",ALMS1의 돌연변이나 붕괴
65dc48a9da45daab46acd5c6,알포트 증후군,"혈뇨-신장병증 난청\n(Hematuria-Nephropathy Deafness )\n출혈성 가족성 신장염\n(Hemorrhagic Familial Nephritis)\n유전성 난청과 신장병증\n(Hereditary Deafness and Nephropathy)\n유전성 신장염\n(Hereditary Nephritis)\n감각 난청을 동반한 유전성 신장염\n(Hereditary Nephritis With Sensory Deafness)\n신장염과 난청, 유전성\n(Nephritis and Nerve Deafness, Hereditary)\n신장병증과 난청, 유전성\n(Nephropathy and Deafness, Hereditary)","무증상적 혈뇨, 단백뇨, 요독증, 신부전, 청력과 시력에 이상,","COL4α3(Collagen, type IV, alpha 3), COL4α4(Collagen, type IV, alpha 4), COL4α5(Collagen, type IV, alpha 5) 유전자의 돌연변이"
65dc48abda45daab46acd5c8,촤지 증후군,"CHARGE association (coloboma, heart anomaly, choanal atresia, retardation, genital and ear anomalies)\nHall-Hittner syndrome (HHS)\nChoanal atresia, posterior","안조직결손, 후비공폐쇄, 뇌신경 이상, 특징적 CHARGE 증후군 귀, 심장결함, 생식기 이상, 발달지연, 발육 불량, 몸통 근육긴장저하, 입술갈림증, 입천장갈림증, 기관식도샛길, 식도폐쇄증","CHD7 유전자 돌연변이 (산발성), 상염색체우성유전(60%-65%)"
65dc48aeda45daab46acd5ca,젤웨거 증후군,과산화소체형성장애\n(Zellweger cerebrohepatorenal syndrome)\n퍼옥시좀형성장애\n(Peroxisome biogenesis disorder),"두개골의 기형, 근육 톤의 저하, 안구진탕, 간비 비대, 정신운동기능의 지연",과산화소체(peroxisome) 형성 장애를 일으키는 유전자의 돌연변이
65dc48b0da45daab46acd5cc,펠란-맥더미드 증후군(22장완 13.3 결손 증후군),22번 염색체 장완 13.3 부분의 결손 증후군\n(22q13 deletion syndrome)\n미세 결실 증후군\n(microdeletion syndrome),"저긴장증, 전반적인 발달지연, 현저한 언어발달 지연, 선천성 기형 등",22번 염색체 장완 원위부 13.3 부분의 결손
65dc48b3da45daab46acd5ce,ADNP 증후군(헬스무르텔-반데르아 증후군),"ADNP(activity-dependent neuroprotector homeobox gene)-related intellectual disability and autism spectrum disorder\nADNP-related multiple congenital anomalies-intellectual disability-autism spectrum disorder\nHelsmoortel-van der Aa syndrome\nHVDAS\nmental retardation, autosomal dominant 28\nMRD28","발달 지연, 지적 장애, 유아기의 섭식 곤란, 심장 기형, 근육 긴장 저하",ADNP유전자의 돌연변이
65dc48b8da45daab46acd5d0,아가미-귀-신장 증후군,아가미-귀-신장 증후군\n(Branchio-oto-renal syndrome)\n아가미-귀 증후군\n(Branchio-oto syndrome)\n멜닉-프레이저 증후군\n(Melnick-Fraser syndrome),"아가미궁(branchial arch) 형성이상, 바깥귀 기형, 청력 손실, 신장 기형","EYA1, SIX1, SIX5 유전자 변이에 의한 선천적 결함"
65dc48bada45daab46acd5d2,코핀-로우리 증후군,뼈연골 이상을 동반한 정신지체\n(Mental retardation with osteocartilaginous abnormalities )\n성염색체 관련 정신지체\n( X-linked mental retardation ),"감각신경난청, 성장지연, 이상한 얼굴모습, 정신지연","성염색체 열성 유전, X 염색체에 있는 RSK2 단백질의 생산을 조절하는 RPS6KA3 (RSK2) 유전자 돌연변이"
65dc48bdda45daab46acd5d4,마르팡증후군,"마르팡 증훈군 또는 마르판 증후군\n(Marfan’s syndrome)\n거미손가락증\n(Arachnodactyly)\n구축성 거미손가락증\n(Contractural Arachnodactyly)\n세장사지증, 거미다리증, 거미팔증\n(Dolichostenomelia)\n마르판(팡) 과운동 증후군\n(Marfanoid Hypermobility Syndrome)","키가 크고, 마르고, 얼굴과 사지가 길다, 척추측만증, 승모판 탈출증, 기흉, 수정체 위치이상, 녹내장, 백내장, 근시, 안구돌출, 경막확장, 평발, 거미다리증(dolichostenomelia), 거미손가락증(Arachnodactyly), 오목가슴, 새가슴, 관절 과운동, 손가락굽증(Camptodactyly), 긴머리증(Dolichocephaly), 작은턱증, 광대뼈 형성저하증(Malar hypoplasia), 대동맥판역류(Aortic regurgitation), 망막 박리, 서혜부 탈장","상염색체 우성형질로 유전, 염색체 15번에 위치한 FBN1 유전자의 돌연변이, 염색체 3번의 단완(p)(3p22)에 위치하는 TGF-베타 수용체 2(TGFBR2)유전자의 돌연변이"
65dc48bfda45daab46acd5d6,베크위트-비데만 증후군,베크위트증후군\n(Beckwith Syndrome)\n비데만-베크위트증후군\n(Wiedemann-Beckwith syndrome)\nExomphalos - macroglossia - gigantism,"거대발육, 큰혀증, 귀이상 (주름 혹은 작은 구멍), 배꼽탈장, 복강 내 장기 비대(간, 비장, 신장, 부신, 췌장), 배아종 (윌름스종양, 간모세포종, 신경모세포종, 횡문근육종), 반측비대 (hemihyperplasia), 부신피질비대세포, 신장 이상(수질형성이상, 콩팥석회증, 수질성 해면신, 신비대), 입천장갈림증, 화염상 모반, 잠복고환","염색체 이상(모계 염색체 11p15 전좌나 역위 혹은 부계 염색체 11p15 중복), 11p15.5의 부계 편부모이체성, KCNQ1OT1 (각인센터2)의 메틸화 소실, H19(각인센터1)의 메틸화 획득, 각인센터1 혹은 각인센터2의 미세결실 등 다양한 이상발견"
65dc48c2da45daab46acd5d8,소토스 증후군,대뇌성 거인증\n(Cerebral giantism),"특징적인 얼굴모양, 학습장애, 소아기의 과도한 성장",NSD1 유전자의 돌연변이나 NSD1 유전자를 포함한 염색체 5q35미세결손
65dc48c4da45daab46acd5da,위버 증후군,Camptodactyly-overgrowth-unusual facies\nWeaver-Smith syndrome,"두개안면부이상, 사지골격이상, 지능저하, 행동 및 성장발달장애, 신경학적 장애, 심장기형, 비뇨기계 기형.","산발적인 발생을 보이는 경우도 있으나, EZH2 유전자 돌연변이와 관련된 경우 상염색체 우성유전 방식으로 유전됨."
65dc48c7da45daab46acd5dc,바테르 증후군,"VACTER 연합\n(VACTER association)\n선천성 식도 폐쇄 및 식도 기관루\n(esophageal atresia and tracheoesophageal fistula)\n척추, 직장 항문, 심장, 신장 및 팔과 사지 기형\n(vertebral, anorectal, cardiac, renal and radial and limb anomalie)","양수과다증, 코와 입으로부터 다량의 분비물, 수유시 기침, 호흡곤란증, 비위관의 진입불가, 청색증, 복부 팽만, 태변배출 이상, 다지증",원인불명
